"","IMPORTETOTAL","SEXO","FORMAPAGO","ESTADOCIVIL"
"10056",5.5625,"Mujer","Cheque","Casado/a"
"10057",39.95,"Mujer","Cheque","Soltero/a"
"10058",45.85,"Mujer","Tarjeta Débito","Casado/a"
"10059",34.9,"Hombre","Tarjeta de Crédito","Casado/a"
"10060",50.18,"Hombre","Tarjeta de Crédito","Casado/a"
"10061",15.7375,"Hombre","Cheque","Casado/a"
"10062",270.04,"Hombre","Cheque","Casado/a"
"10063",39.95,"Hombre","Cheque","Divorciado/a"
"10064",26.25,"Hombre","Cheque","Divorciado/a"
"10065",13.5375,"Hombre","Efectivo","Soltero/a"
"10066",44.5,"Hombre","Cheque","Soltero/a"
"10067",5.5,"Empresa","Cheque",""
"10068",59.85,"Empresa","Cheque",""
"10069",147.65,"Empresa","Cheque",""
"10070",76.4125,"Empresa","Cheque",""
"10071",22.625,"Empresa","Cheque",""
"10072",59.62,"Empresa","Tarjeta de Crédito",""
"10073",29.27,"Mujer","Tarjeta de Crédito","Soltero/a"
"10074",24.7025,"Mujer","Cheque","Soltero/a"
"10075",14.77,"Empresa","Tarjeta de Crédito",""
"10076",15.625,"Empresa","Efectivo",""
"10077",56.15,"Empresa","Cheque",""
"10078",20.02,"Empresa","Cheque",""
"10079",9.675,"Hombre","Efectivo","Casado/a"
"10080",39.85,"Hombre","Tarjeta de Crédito","Casado/a"
"10081",18,"Hombre","Cheque","Casado/a"
"10082",26.15,"Hombre","Cheque","Casado/a"
"10083",26.65,"Mujer","Tarjeta Débito","Divorciado/a"
"10084",50.5,"Mujer","Efectivo","Divorciado/a"
"10085",23.74,"Hombre","Cheque","Casado/a"
"10086",10.175,"Hombre","Cheque","Casado/a"
"10087",13.8125,"Hombre","Cheque","Casado/a"
"10088",14.6,"Hombre","Tarjeta Débito","Casado/a"
"10089",13.225,"Empresa","Efectivo",""
"10090",18.325,"Empresa","Tarjeta Débito",""
"10091",70.66,"Empresa","Efectivo",""
"10092",19.51,"Mujer","Cheque","Divorciado/a"
"10093",52.4375,"Mujer","Cheque","Divorciado/a"
"10094",40.7,"Mujer","Cheque","Divorciado/a"
"10095",108.35,"Mujer","Efectivo","Divorciado/a"
"10096",12.975,"Hombre","Cheque","Casado/a"
"10097",36.95,"Hombre","Tarjeta de Crédito","Casado/a"
"10098",17.35,"Mujer","Efectivo","Casado/a"
"10099",61.88,"Mujer","Efectivo","Casado/a"
"10100",12.45,"Hombre","Tarjeta Débito","Soltero/a"
"10101",15.74,"Hombre","Cheque","Soltero/a"
"10102",19.41,"Hombre","Efectivo","Soltero/a"
"10103",7.475,"Hombre","Efectivo","Soltero/a"
"10104",18,"Hombre","Efectivo","Soltero/a"
"10105",24.3,"Hombre","Efectivo","Soltero/a"
"10106",33.45,"Hombre","Tarjeta de Crédito","Casado/a"
"10107",31.7,"Hombre","Tarjeta de Crédito","Casado/a"
"10108",22.02,"Hombre","Efectivo","Casado/a"
"10109",43.9875,"Hombre","Cheque","Casado/a"
"10110",23.575,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10111",18.27,"Mujer","Cheque","Divorciado/a"
"10112",10.2,"Mujer","Cheque","Divorciado/a"
"10113",29.95,"Hombre","Tarjeta Débito","Divorciado/a"
"10114",3.25,"Hombre","Efectivo","Divorciado/a"
"10115",8.1,"Hombre","Tarjeta Débito","Divorciado/a"
"10116",11.7875,"Hombre","Efectivo","Divorciado/a"
"10117",12.975,"Mujer","Tarjeta Débito","Casado/a"
"10118",32.055,"Mujer","Efectivo","Casado/a"
"10119",11.75,"Mujer","Tarjeta de Crédito","Casado/a"
"10120",17.1,"Hombre","Tarjeta de Crédito","Casado/a"
"10121",99.47,"Hombre","Efectivo","Casado/a"
"10122",38.675,"Hombre","Cheque","Casado/a"
"10123",64.975,"Empresa","Cheque",""
"10124",38.73,"Hombre","Cheque","Soltero/a"
"10125",5.5625,"Hombre","Cheque","Soltero/a"
"10126",57.2375,"Mujer","Cheque","Casado/a"
"10127",7.25,"Mujer","Cheque","Casado/a"
"10128",9.5875,"Mujer","Cheque","Casado/a"
"10129",24.22,"Mujer","Tarjeta Débito","Casado/a"
"10130",13.225,"Mujer","Cheque","Divorciado/a"
"10131",6.225,"Mujer","Efectivo","Divorciado/a"
"10132",77.81,"Empresa","Tarjeta de Crédito",""
"10133",55.925,"Empresa","Cheque",""
"10134",272.75,"Empresa","Efectivo",""
"10135",179.3025,"Empresa","Cheque",""
"10136",208.885,"Empresa","Cheque",""
"10137",17.96,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10138",96.2625,"Hombre","Cheque","Casado/a"
"10139",49.0875,"Hombre","Cheque","Casado/a"
"10140",63.5375,"Mujer","Cheque","Casado/a"
"10141",85.69,"Mujer","Cheque","Casado/a"
"10142",24.3375,"Mujer","Cheque","Casado/a"
"10143",5.5625,"Mujer","Tarjeta de Crédito","Soltero/a"
"10144",7.9,"Hombre","Tarjeta de Crédito","Casado/a"
"10145",46.3825,"Hombre","Cheque","Casado/a"
"10146",31.5975,"Hombre","Tarjeta de Crédito","Casado/a"
"10147",82.56,"Hombre","Cheque","Casado/a"
"10148",10.175,"Mujer","Cheque","Divorciado/a"
"10149",25.1975,"Empresa","Tarjeta de Crédito",""
"10150",59.62,"Empresa","Tarjeta de Crédito",""
"10151",56.94,"Mujer","Tarjeta Débito","Viudo/a"
"10152",68.15,"Mujer","Efectivo","Casado/a"
"10153",17.65,"Mujer","Tarjeta de Crédito","Casado/a"
"10154",38.655,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10155",28.4625,"Hombre","Cheque","Divorciado/a"
"10156",37.09,"Hombre","Efectivo","Casado/a"
"10157",4.0625,"Hombre","Cheque","Casado/a"
"10158",48.2875,"Hombre","Cheque","Casado/a"
"10159",46.675,"Hombre","Cheque","Casado/a"
"10160",15.02,"Hombre","Cheque","Soltero/a"
"10161",13.925,"Hombre","Cheque","Soltero/a"
"10162",51.95,"Empresa","Cheque",""
"10163",16.6875,"Empresa","Efectivo",""
"10164",16.425,"Hombre","Tarjeta de Crédito","Soltero/a"
"10165",5.5625,"Hombre","Cheque","Soltero/a"
"10166",30.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"10167",29.95,"Hombre","Cheque","Soltero/a"
"10168",15.02,"Mujer","Cheque","Casado/a"
"10169",31.45,"Hombre","Tarjeta Débito","Soltero/a"
"10170",10.3,"Hombre","Tarjeta Débito","Soltero/a"
"10171",3.95,"Hombre","Cheque","Soltero/a"
"10172",5.5,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10173",7.475,"Hombre","Cheque","Casado/a"
"10174",6.225,"Hombre","Cheque","Casado/a"
"10175",52.625,"Mujer","Efectivo","Casado/a"
"10176",19.5,"Mujer","Tarjeta de Crédito","Casado/a"
"10177",15.02,"Mujer","Efectivo","Casado/a"
"10178",11.25,"Hombre","Tarjeta de Crédito","Casado/a"
"10179",39.675,"Hombre","Cheque","Casado/a"
"10180",6.225,"Hombre","Efectivo","Casado/a"
"10181",51.635,"Empresa","Cheque",""
"10182",49.075,"Empresa","Cheque",""
"10183",34.0125,"Empresa","Tarjeta de Crédito",""
"10184",22.365,"Mujer","Tarjeta Débito","Casado/a"
"10185",44.91,"Mujer","Efectivo","Casado/a"
"10186",61.65,"Mujer","Cheque","Casado/a"
"10187",64.35,"Mujer","Cheque","Casado/a"
"10188",18,"Mujer","Cheque","Divorciado/a"
"10189",24.125,"Mujer","Efectivo","Divorciado/a"
"10190",29.22,"Mujer","Cheque","Divorciado/a"
"10191",24.65,"Mujer","Cheque","Divorciado/a"
"10192",42.21,"Mujer","Tarjeta Débito","Divorciado/a"
"10193",17.975,"Mujer","Efectivo","Divorciado/a"
"10194",185.14,"Empresa","Cheque",""
"10195",46.525,"Empresa","Cheque",""
"10196",15.02,"Mujer","Cheque","Divorciado/a"
"10197",15.02,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10198",33.425,"Hombre","Tarjeta de Crédito","Casado/a"
"10199",55.57,"Hombre","Cheque","Casado/a"
"10200",43.175,"Hombre","Cheque","Casado/a"
"10201",22.575,"Hombre","Cheque","Casado/a"
"10202",103.35,"Mujer","Tarjeta de Crédito","Casado/a"
"10203",29.95,"Mujer","Cheque","Casado/a"
"10204",36.3725,"Mujer","Efectivo","Casado/a"
"10205",13,"Mujer","Efectivo","Soltero/a"
"10206",19.3675,"Mujer","Efectivo","Soltero/a"
"10207",28.85,"Hombre","Tarjeta de Crédito","Casado/a"
"10208",50.4875,"Hombre","Tarjeta de Crédito","Casado/a"
"10209",20.7125,"Hombre","Cheque","Casado/a"
"10210",17.3625,"Hombre","Efectivo","Divorciado/a"
"10211",18.9875,"Empresa","Cheque",""
"10212",18.125,"Empresa","Cheque",""
"10213",35.9,"Mujer","Cheque","Casado/a"
"10214",11,"Mujer","Cheque","Casado/a"
"10215",60.02,"Hombre","Cheque","Divorciado/a"
"10216",80.44,"Hombre","Efectivo","Divorciado/a"
"10217",20.35,"Hombre","Cheque","Divorciado/a"
"10218",50.9975,"Hombre","Cheque","Divorciado/a"
"10219",140.39,"Hombre","Tarjeta de Crédito","Casado/a"
"10220",231.75,"Hombre","Cheque","Casado/a"
"10221",35.4475,"Hombre","Cheque","Casado/a"
"10222",79.95,"Hombre","Tarjeta Débito","Casado/a"
"10223",5.11,"Hombre","Cheque","Soltero/a"
"10224",45.5,"Hombre","Cheque","Soltero/a"
"10225",12.11,"Empresa","Efectivo",""
"10226",11.125,"Empresa","Cheque",""
"10227",7.275,"Hombre","Efectivo","Soltero/a"
"10228",43.5,"Hombre","Tarjeta Débito","Soltero/a"
"10229",24.3,"Hombre","Efectivo","Soltero/a"
"10230",37.92,"Hombre","Tarjeta de Crédito","Soltero/a"
"10231",15.02,"Mujer","Cheque","Casado/a"
"10232",31.5225,"Mujer","Efectivo","Casado/a"
"10233",76.525,"Empresa","Efectivo",""
"10234",39.225,"Hombre","Cheque","Soltero/a"
"10235",4.975,"Hombre","Cheque","Soltero/a"
"10236",14.31,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10237",6.225,"Mujer","Efectivo","Divorciado/a"
"10238",5.5625,"Empresa","Cheque",""
"10239",24.285,"Empresa","Tarjeta de Crédito",""
"10240",47.245,"Hombre","Cheque","Casado/a"
"10241",42.97,"Hombre","Cheque","Casado/a"
"10242",41.7375,"Hombre","Tarjeta Débito","Casado/a"
"10243",12.77,"Hombre","Cheque","Casado/a"
"10244",22.3975,"Empresa","Tarjeta de Crédito",""
"10245",30.4625,"Empresa","Cheque",""
"10246",4.25,"Empresa","Tarjeta de Crédito",""
"10247",59.9,"Empresa","Cheque",""
"10248",57.45,"Mujer","Cheque","Soltero/a"
"10249",35.0975,"Mujer","Cheque","Soltero/a"
"10250",30.76,"Empresa","Tarjeta Débito",""
"10251",63.375,"Empresa","Cheque",""
"10252",31.3125,"Empresa","Cheque",""
"10253",64.05,"Empresa","Efectivo",""
"10254",16.55,"Hombre","Cheque","Divorciado/a"
"10255",76.085,"Hombre","Efectivo","Divorciado/a"
"10256",192.9,"Mujer","Tarjeta de Crédito","Casado/a"
"10257",34.21,"Mujer","Cheque","Casado/a"
"10258",52.41,"Mujer","Tarjeta Débito","Divorciado/a"
"10259",25,"Mujer","Cheque","Divorciado/a"
"10260",15.4,"Mujer","Tarjeta Débito","Divorciado/a"
"10261",25.22,"Mujer","Cheque","Divorciado/a"
"10262",21.3,"Empresa","Cheque",""
"10263",30.1875,"Empresa","Cheque",""
"10264",17.35,"Empresa","Cheque",""
"10265",51.0625,"Empresa","Cheque",""
"10266",11.52,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10267",100.125,"Mujer","Cheque","Divorciado/a"
"10268",42.7225,"Hombre","Cheque","Casado/a"
"10269",4.0625,"Hombre","Cheque","Casado/a"
"10270",25.335,"Hombre","Tarjeta de Crédito","Casado/a"
"10271",63.175,"Hombre","Cheque","Casado/a"
"10272",29.95,"Mujer","Cheque","Casado/a"
"10273",69.525,"Mujer","Cheque","Casado/a"
"10274",11.75,"Mujer","Efectivo","Casado/a"
"10275",58.85,"Mujer","Tarjeta de Crédito","Casado/a"
"10276",5.5625,"Mujer","Efectivo","Soltero/a"
"10277",3.5,"Mujer","Cheque","Soltero/a"
"10278",13.675,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10279",12.11,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10280",17.8375,"Hombre","Efectivo","Casado/a"
"10281",14.475,"Hombre","Efectivo","Casado/a"
"10282",39.85,"Empresa","Efectivo",""
"10283",58.25,"Empresa","Cheque",""
"10284",33.9,"Empresa","Cheque",""
"10285",33.85,"Empresa","Cheque",""
"10286",33.76,"Hombre","Efectivo","Casado/a"
"10287",11.15,"Hombre","Cheque","Casado/a"
"10288",22.6125,"Mujer","Cheque","Viudo/a"
"10289",11.7875,"Mujer","Tarjeta Débito","Viudo/a"
"10290",5.5,"Mujer","Efectivo","Viudo/a"
"10291",98.6475,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10292",40.125,"Hombre","Cheque","Divorciado/a"
"10293",29.95,"Hombre","Cheque","Divorciado/a"
"10294",15.3325,"Hombre","Cheque","Casado/a"
"10295",20.7,"Hombre","Cheque","Casado/a"
"10296",26.51,"Hombre","Tarjeta de Crédito","Casado/a"
"10297",59.9175,"Hombre","Tarjeta de Crédito","Casado/a"
"10298",27,"Empresa","Tarjeta de Crédito",""
"10299",33.325,"Empresa","Tarjeta de Crédito",""
"10300",57.375,"Empresa","Cheque",""
"10301",47.76,"Empresa","Tarjeta de Crédito",""
"10302",6.225,"Hombre","Efectivo","Soltero/a"
"10303",39.95,"Hombre","Efectivo","Soltero/a"
"10304",7.45,"Mujer","Cheque","Casado/a"
"10305",22.21,"Mujer","Cheque","Casado/a"
"10306",11.75,"Mujer","Cheque","Casado/a"
"10307",127.5,"Empresa","Efectivo",""
"10308",4.975,"Empresa","Cheque",""
"10309",62.4275,"Empresa","Cheque",""
"10310",309.57,"Empresa","Cheque",""
"10311",54.29,"Hombre","Efectivo","Soltero/a"
"10312",9.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"10313",19.17,"Mujer","Cheque","Divorciado/a"
"10314",17.35,"Mujer","Efectivo","Divorciado/a"
"10315",13.4,"Mujer","Cheque","Divorciado/a"
"10316",3.725,"Mujer","Efectivo","Divorciado/a"
"10317",20.3625,"Empresa","Cheque",""
"10318",59.9,"Empresa","Tarjeta de Crédito",""
"10319",184.97,"Empresa","Tarjeta de Crédito",""
"10320",56.9875,"Empresa","Tarjeta de Crédito",""
"10321",60.64,"Hombre","Cheque","Casado/a"
"10322",6.225,"Hombre","Efectivo","Casado/a"
"10323",59.9225,"Hombre","Cheque","Casado/a"
"10324",85.37,"Hombre","Cheque","Casado/a"
"10325",11.125,"Empresa","Efectivo",""
"10326",27.45,"Empresa","Tarjeta de Crédito",""
"10327",59.9,"Hombre","Tarjeta de Crédito","Soltero/a"
"10328",30.04,"Hombre","Cheque","Soltero/a"
"10329",63.7575,"Mujer","Cheque","Soltero/a"
"10330",5.5625,"Mujer","Cheque","Soltero/a"
"10331",29.95,"Empresa","Cheque",""
"10332",8.125,"Empresa","Tarjeta Débito",""
"10333",91.53,"Empresa","Efectivo",""
"10334",9.3,"Empresa","Efectivo",""
"10335",7.275,"Hombre","Cheque","Soltero/a"
"10336",5.5625,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10337",61.925,"Hombre","Cheque","Divorciado/a"
"10338",11.975,"Hombre","Cheque","Divorciado/a"
"10339",6.225,"Mujer","Cheque","Casado/a"
"10340",19.95,"Mujer","Cheque","Divorciado/a"
"10341",40.525,"Mujer","Tarjeta Débito","Divorciado/a"
"10342",12.16,"Mujer","Efectivo","Divorciado/a"
"10343",43.645,"Mujer","Efectivo","Divorciado/a"
"10344",81.695,"Empresa","Cheque",""
"10345",44.83,"Empresa","Tarjeta de Crédito",""
"10346",24.9,"Empresa","Efectivo",""
"10347",31.76,"Empresa","Cheque",""
"10348",37.505,"Mujer","Cheque","Divorciado/a"
"10349",51.7,"Mujer","Efectivo","Divorciado/a"
"10350",20.79,"Hombre","Cheque","Casado/a"
"10351",28.8375,"Hombre","Tarjeta Débito","Casado/a"
"10352",59.76,"Hombre","Efectivo","Casado/a"
"10353",72.1,"Hombre","Cheque","Divorciado/a"
"10354",51.625,"Mujer","Efectivo","Casado/a"
"10355",107.9,"Mujer","Tarjeta Débito","Casado/a"
"10356",68.45,"Mujer","Tarjeta de Crédito","Casado/a"
"10357",96.78,"Mujer","Cheque","Casado/a"
"10358",23.5,"Hombre","Cheque","Divorciado/a"
"10359",51.14,"Hombre","Cheque","Divorciado/a"
"10360",14,"Hombre","Cheque","Casado/a"
"10361",77.4,"Hombre","Cheque","Casado/a"
"10362",83.9,"Empresa","Cheque",""
"10363",45.235,"Empresa","Tarjeta de Crédito",""
"10364",29.81,"Empresa","Efectivo",""
"10365",15.02,"Empresa","Cheque",""
"10366",11.225,"Hombre","Cheque","Casado/a"
"10367",19.52,"Hombre","Efectivo","Casado/a"
"10368",26.49,"Hombre","Tarjeta de Crédito","Casado/a"
"10369",22.46,"Mujer","Efectivo","Viudo/a"
"10370",5.5875,"Mujer","Efectivo","Viudo/a"
"10371",37.85,"Mujer","Cheque","Viudo/a"
"10372",16.11,"Mujer","Cheque","Viudo/a"
"10373",20.41,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10374",26.7875,"Hombre","Cheque","Divorciado/a"
"10375",18.3175,"Hombre","Cheque","Casado/a"
"10376",26.25,"Hombre","Efectivo","Casado/a"
"10377",7.9,"Hombre","Cheque","Casado/a"
"10378",31.66,"Hombre","Cheque","Casado/a"
"10379",43.96,"Empresa","Tarjeta de Crédito",""
"10380",7,"Empresa","Tarjeta de Crédito",""
"10381",4.0625,"Hombre","Cheque","Soltero/a"
"10382",18.6,"Hombre","Efectivo","Soltero/a"
"10383",28.2,"Mujer","Cheque","Casado/a"
"10384",9.5375,"Mujer","Cheque","Casado/a"
"10385",284.9375,"Empresa","Cheque",""
"10386",77,"Empresa","Efectivo",""
"10387",153.225,"Empresa","Efectivo",""
"10388",256.15,"Empresa","Cheque",""
"10389",7.9,"Hombre","Cheque","Soltero/a"
"10390",4.0625,"Hombre","Tarjeta de Crédito","Soltero/a"
"10391",4.0625,"Hombre","Cheque","Soltero/a"
"10392",38.73,"Hombre","Efectivo","Soltero/a"
"10393",10.52,"Mujer","Cheque","Divorciado/a"
"10394",4.0625,"Mujer","Tarjeta Débito","Divorciado/a"
"10395",29.8125,"Empresa","Efectivo",""
"10396",7.6,"Empresa","Cheque",""
"10397",15.0375,"Empresa","Cheque",""
"10398",28.385,"Empresa","Cheque",""
"10399",5.725,"Mujer","Cheque","Soltero/a"
"10400",32,"Mujer","Cheque","Soltero/a"
"10401",21.85,"Hombre","Tarjeta Débito","Casado/a"
"10402",27,"Hombre","Efectivo","Casado/a"
"10403",163.185,"Empresa","Cheque",""
"10404",125.96,"Empresa","Cheque",""
"10405",36,"Empresa","Cheque",""
"10406",527.97,"Empresa","Tarjeta de Crédito",""
"10407",78.9,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10408",24.8425,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10409",21.925,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10410",4.975,"Hombre","Efectivo","Divorciado/a"
"10411",9.5875,"Hombre","Tarjeta Débito","Divorciado/a"
"10412",21.95,"Hombre","Cheque","Divorciado/a"
"10413",30.8375,"Mujer","Tarjeta de Crédito","Soltero/a"
"10414",5.3,"Mujer","Efectivo","Soltero/a"
"10415",8.725,"Hombre","Efectivo","Soltero/a"
"10416",11.2875,"Hombre","Cheque","Soltero/a"
"10417",27.95,"Mujer","Cheque","Casado/a"
"10418",13,"Mujer","Efectivo","Casado/a"
"10419",25.195,"Hombre","Cheque","Casado/a"
"10420",6.35,"Hombre","Efectivo","Casado/a"
"10421",33.2,"Hombre","Efectivo","Casado/a"
"10422",3.5,"Hombre","Tarjeta de Crédito","Casado/a"
"10423",45.35,"Mujer","Cheque","Soltero/a"
"10424",18,"Hombre","Tarjeta Débito","Soltero/a"
"10425",12.11,"Hombre","Efectivo","Soltero/a"
"10426",7.9,"Hombre","Efectivo","Soltero/a"
"10427",32.0675,"Hombre","Cheque","Casado/a"
"10428",76.07,"Hombre","Cheque","Casado/a"
"10429",59.9,"Empresa","Cheque",""
"10430",37.95,"Empresa","Efectivo",""
"10431",4.25,"Empresa","Cheque",""
"10432",29.95,"Empresa","Efectivo",""
"10433",14.55,"Empresa","Cheque",""
"10434",22.97,"Empresa","Cheque",""
"10435",33.025,"Empresa","Tarjeta de Crédito",""
"10436",54.9,"Empresa","Cheque",""
"10437",9.55,"Mujer","Efectivo","Casado/a"
"10438",10.51,"Mujer","Tarjeta Débito","Casado/a"
"10439",88.1825,"Hombre","Efectivo","Casado/a"
"10440",88.4625,"Hombre","Cheque","Casado/a"
"10441",23.5,"Hombre","Cheque","Soltero/a"
"10442",3.95,"Hombre","Cheque","Soltero/a"
"10443",11.025,"Hombre","Efectivo","Soltero/a"
"10444",64.6975,"Hombre","Cheque","Soltero/a"
"10445",7.45,"Hombre","Tarjeta de Crédito","Casado/a"
"10446",13.225,"Hombre","Tarjeta de Crédito","Casado/a"
"10447",12.9,"Hombre","Cheque","Casado/a"
"10448",26.51,"Hombre","Cheque","Casado/a"
"10449",88.55,"Empresa","Tarjeta de Crédito",""
"10450",169.865,"Empresa","Tarjeta Débito",""
"10451",79.4,"Empresa","Tarjeta de Crédito",""
"10452",208.75,"Empresa","Tarjeta de Crédito",""
"10453",24.95,"Hombre","Cheque","Divorciado/a"
"10454",15.02,"Hombre","Cheque","Divorciado/a"
"10455",28.89,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10456",48.45,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10457",78.25,"Hombre","Cheque","Divorciado/a"
"10458",21.25,"Hombre","Cheque","Divorciado/a"
"10459",42.7925,"Mujer","Tarjeta Débito","Soltero/a"
"10460",17.35,"Hombre","Tarjeta de Crédito","Soltero/a"
"10461",9.0625,"Hombre","Cheque","Soltero/a"
"10462",3.95,"Hombre","Cheque","Soltero/a"
"10463",11.05,"Mujer","Cheque","Casado/a"
"10464",10.7,"Mujer","Cheque","Casado/a"
"10465",51.3125,"Hombre","Efectivo","Casado/a"
"10466",5.3,"Hombre","Efectivo","Casado/a"
"10467",29.145,"Hombre","Cheque","Casado/a"
"10468",17.35,"Hombre","Cheque","Casado/a"
"10469",6.225,"Mujer","Cheque","Soltero/a"
"10470",41.075,"Mujer","Tarjeta de Crédito","Soltero/a"
"10471",25.06,"Hombre","Efectivo","Casado/a"
"10472",42.25,"Hombre","Tarjeta de Crédito","Soltero/a"
"10473",24.4,"Hombre","Tarjeta de Crédito","Soltero/a"
"10474",6.225,"Hombre","Tarjeta de Crédito","Casado/a"
"10475",31.14,"Hombre","Tarjeta Débito","Casado/a"
"10476",50.8,"Empresa","Tarjeta Débito",""
"10477",12.45,"Empresa","Cheque",""
"10478",21.4875,"Mujer","Tarjeta de Crédito","Divorciado/a"
"10479",13.925,"Mujer","Tarjeta Débito","Divorciado/a"
"10480",34.99,"Empresa","Cheque",""
"10481",12.53,"Empresa","Tarjeta de Crédito",""
"10482",29.95,"Mujer","Tarjeta Débito","Casado/a"
"10483",33,"Mujer","Efectivo","Casado/a"
"10484",35.695,"Hombre","Cheque","Casado/a"
"10485",75.4375,"Hombre","Cheque","Casado/a"
"10486",85.56,"Hombre","Efectivo","Soltero/a"
"10487",40.63,"Hombre","Cheque","Soltero/a"
"10488",58.74,"Empresa","Cheque",""
"10489",47.395,"Empresa","Tarjeta de Crédito",""
"10490",21.6625,"Hombre","Cheque","Casado/a"
"10491",41.45,"Hombre","Efectivo","Casado/a"
"10492",41.5,"Empresa","Efectivo",""
"10493",200.825,"Empresa","Efectivo",""
"10494",132.45,"Empresa","Cheque",""
"10495",86.11,"Empresa","Efectivo",""
"10496",119.0725,"Empresa","Tarjeta de Crédito",""
"10497",144.65,"Empresa","Tarjeta de Crédito",""
"10498",28.35,"Hombre","Tarjeta Débito","Divorciado/a"
"10499",29.95,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10500",9.5375,"Hombre","Efectivo","Divorciado/a"
"10501",32.1275,"Hombre","Tarjeta de Crédito","Divorciado/a"
"10502",10.175,"Hombre","Cheque","Divorciado/a"
"10503",21.3375,"Hombre","Cheque","Divorciado/a"
"10504",33.9,"Mujer","Tarjeta de Crédito","Casado/a"
"10505",68.15,"Mujer","Cheque","Casado/a"
"10506",53.45,"Mujer","Efectivo","Soltero/a"
"10507",17.085,"Mujer","Tarjeta de Crédito","Soltero/a"
"10508",21.33,"Mujer","Cheque","Soltero/a"
"10509",15.02,"Mujer","Cheque","Soltero/a"
"10510",4.975,"Hombre","Cheque","Soltero/a"
"10511",46.6,"Hombre","Tarjeta de Crédito","Soltero/a"
"10512",29.95,"Hombre","Tarjeta de Crédito","Soltero/a"
"10513",33,"Hombre","Cheque","Soltero/a"
"10514",45.75,"Mujer","Cheque","Casado/a"
"10515",41.5,"Mujer","Tarjeta Débito","Casado/a"
"10516",23.5,"Mujer","Tarjeta de Crédito","Casado/a"
"10517",11.625,"Mujer","Cheque","Casado/a"
"10518",51.45,"Mujer","Tarjeta de Crédito","Casado/a"
"10519",106.09,"Mujer","Cheque","Casado/a"
"10520",29.95,"Mujer","Cheque","Casado/a"
"10521",11.75,"Mujer","Efectivo","Casado/a"
"10522",6.225,"Mujer","Efectivo","Soltero/a"
"10523",5.5625,"Mujer","Tarjeta de Crédito","Soltero/a"
"10524",11.5375,"Mujer","Cheque","Soltero/a"
"10525",49.95,"Mujer","Tarjeta Débito","Soltero/a"
"10526",60.7425,"Hombre","Tarjeta de Crédito","Casado/a"
"10527",15.15,"Hombre","Cheque","Casado/a"
"10528",64.22,"Hombre","Cheque","Casado/a"
"10529",148.095,"Hombre","Tarjeta de Crédito","Casado/a"
"10530",121.33,"Hombre","Efectivo","Casado/a"
"10531",7.475,"Hombre","Cheque","Casado/a"
"10532",13.925,"Hombre","Tarjeta Débito","Divorciado/a"
